run_number	current	charge	trigger_id	livetime	trigger_counts	trigger_events	elist	Kinematic
2479	21.62	9996.4	DL.bit2	0.925162	159304	147382	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2479_0_5.root	0
2480	21.38	2820.66	DL.bit2	0.92458	44988	41595	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2480_0_5.root	0
2481	21.38	6840.96	DL.bit2	0.926079	108833	100788	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2481_0_5.root	0
2482	10.62	5481.64	DL.bit2	0.977513	52029	50859	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2482_0_5.root	0
2483	10.62	8462.54	DL.bit2	0.961314	136508	131227	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2483_0_5.root	0
2484	10.62	8288.9	DL.bit2	0.961123	133781	128580	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2484_0_5.root	0
2485	10.38	8559.63	DL.bit2	0.960621	138247	132803	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2485_0_5.root	0
2486	10.62	8548.17	DL.bit2	0.960766	137992	132578	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2486_0_5.root	0
2487	10.62	8786.52	DL.bit2	0.96028	141064	135461	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2487_0_5.root	0
2488	10.88	8463.31	DL.bit2	0.960744	136234	130886	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2488_0_5.root	0
2489	10.62	8676.67	DL.bit2	0.960466	139373	133863	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2489_0_5.root	0
2490	10.62	8283.74	DL.bit2	0.959905	133634	128276	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2490_0_5.root	0
2491	21.62	8138.52	DL.bit2	0.955416	76216	72818	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2491_0_5.root	0
2492	21.62	14413.4	DL.bit2	0.915622	238321	218212	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2492_0_5.root	0
2493	21.62	14185.3	DL.bit2	0.914215	235834	215603	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2493_0_5.root	0
2494	10.62	7090.28	DL.bit2	0.977709	66619	65134	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2494_0_5.root	0
2495	10.62	7844.67	DL.bit2	0.954355	132720	126662	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2495_0_5.root	0
2496	10.62	8034.22	DL.bit2	0.95609	136143	130165	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2496_0_5.root	0
2497	10.62	8871.26	DL.bit2	0.954659	149886	143090	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2497_0_5.root	0
2498	10.62	7895.4	DL.bit2	0.95612	134459	128559	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2498_0_5.root	0
2499	21.12	3026.13	DL.bit2	0.95518	28782	27492	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2499_0_5.root	0
2499	17.62	588.324	DL.bit2	0.96203	5399	5194	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2499_1_5.root	0
2500	21.12	5016.66	DL.bit2	0.919438	85499	78611	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2500_0_5.root	0
2501	21.12	12995	DL.bit2	0.916617	220728	202323	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2501_0_5.root	0
2502	21.12	8806.02	DL.bit2	0.91537	149249	136618	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2502_0_5.root	0
2503	20.88	12709.3	DL.bit2	0.917778	215636	197906	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2503_0_5.root	0
2504	10.62	4504.58	DL.bit2	0.978261	41860	40950	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2504_0_5.root	0
2505	10.62	7496.33	DL.bit2	0.955443	129812	124028	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2505_0_5.root	0
2506	10.62	9615.57	DL.bit2	0.955688	165282	157958	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2506_0_5.root	0
2507	10.62	8554.67	DL.bit2	0.95624	147715	141251	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2507_0_5.root	0
2508	10.62	7942.97	DL.bit2	0.955678	136434	130387	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2508_0_5.root	0
2509	10.62	9875.74	DL.bit2	0.955943	170167	162670	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2509_0_5.root	0
2510	10.62	8568.81	DL.bit2	0.955222	147885	141263	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2510_0_5.root	0
2511	10.62	7243.61	DL.bit2	0.956617	125027	119603	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2511_0_5.root	0
2512	15.12	5470	DL.bit2	0.96925	51155	49582	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2512_0_5.root	0
2513	15.38	12644.9	DL.bit2	0.937647	215579	202137	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2513_0_5.root	0
2514	15.38	12951.3	DL.bit2	0.938576	220648	207095	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2514_0_5.root	0
2515	15.12	4448.91	DL.bit2	0.936404	75571	70765	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2515_0_5.root	0
2516	15.38	7827.24	DL.bit2	0.93736	133494	125132	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2516_0_5.root	0
2519	15.38	11693	DL.bit2	0.938034	198965	186636	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2519_0_5.root	0
2520	15.38	14225.3	DL.bit2	0.937308	242360	227166	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2520_0_5.root	0
2521	15.38	13666.3	DL.bit2	0.937477	232330	217804	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2521_0_5.root	0
2522	15.38	11697.4	DL.bit2	0.936254	199465	186750	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2522_0_5.root	0
2523	21.12	1077.28	DL.bit2	0.954008	10393	9915	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2523_0_5.root	0
2524	21.38	6465.92	DL.bit2	0.957316	61217	58604	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2524_0_5.root	0
2525	21.38	11914.2	DL.bit2	0.943378	142790	134705	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2525_0_5.root	0
2526	21.38	14935.8	DL.bit2	0.943698	178893	168821	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2526_0_5.root	0
2527	21.38	14908.5	DL.bit2	0.943083	177839	167717	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2527_0_5.root	0
2528	21.12	18485	DL.bit2	0.943124	219933	207424	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2528_0_5.root	0
2529	21.12	13788.5	DL.bit2	0.943106	164008	154677	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2529_0_5.root	0
2530	21.12	19035.4	DL.bit2	0.942491	227409	214331	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2530_0_5.root	0
2531	21.38	26220.8	DL.bit2	0.943367	313472	295719	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2531_0_5.root	0
2532	10.62	7372.83	DL.bit2	0.977066	69982	68377	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2532_0_5.root	0
2533	10.62	8089.57	DL.bit2	0.969658	97325	94372	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2533_0_5.root	0
2534	10.62	11703.2	DL.bit2	0.969987	141141	136905	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2534_0_5.root	0
2535	10.62	9758.05	DL.bit2	0.970369	117108	113638	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2535_0_5.root	0
2536	10.38	10545.1	DL.bit2	0.970723	126790	123078	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2536_0_5.root	0
2537	10.62	9807.3	DL.bit2	0.970263	117633	114135	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2537_0_5.root	0
2538	10.62	9389.36	DL.bit2	0.971743	112539	109359	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2538_0_5.root	0
2539	10.62	7812.74	DL.bit2	0.970921	94158	91420	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2539_0_5.root	0
2540	10.62	8941.72	DL.bit2	0.970325	107800	104601	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2540_0_5.root	0
2541	10.62	7182.71	DL.bit2	0.969695	86123	83513	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2541_0_5.root	0
2542	10.62	10209.3	DL.bit2	0.970207	122678	119023	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2542_0_5.root	0
2543	10.62	10041.1	DL.bit2	0.970949	120993	117478	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2543_0_5.root	0
2544	15.38	8873.8	DL.bit2	0.968095	83121	80469	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2544_0_5.root	0
2545	15.62	4137.81	DL.bit2	0.958547	49381	47334	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2545_0_5.root	0
2546	15.62	15610	DL.bit2	0.957409	186636	178687	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2546_0_5.root	0
2547	15.62	12941.5	DL.bit2	0.957165	154172	147568	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2547_0_5.root	0
2548	15.38	13659.6	DL.bit2	0.957524	162798	155883	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2548_0_5.root	0
2549	15.38	13484.7	DL.bit2	0.958573	161125	154450	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2549_0_5.root	0
2550	15.38	13531.7	DL.bit2	0.957921	162123	155301	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2550_0_5.root	0
2551	15.62	14197.6	DL.bit2	0.95684	170017	162679	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2551_0_5.root	0
2552	15.62	13902.1	DL.bit2	0.957754	166073	159057	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2552_0_5.root	0
2553	15.62	13900.8	DL.bit2	0.957744	166649	159607	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2553_0_5.root	0
2554	15.62	15023.1	DL.bit2	0.957181	179405	171723	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2554_0_5.root	0
2555	15.62	10722.5	DL.bit2	0.967697	100578	97329	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2555_0_5.root	0
2556	15.62	14116.7	DL.bit2	0.944608	226188	213659	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2556_0_5.root	0
2557	15.62	14207.5	DL.bit2	0.94384	228170	215356	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2557_0_5.root	0
2558	15.62	13034.3	DL.bit2	0.944446	210335	198650	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2558_0_5.root	0
2559	15.62	13141.3	DL.bit2	0.944506	211391	199660	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2559_0_5.root	0
2560	15.62	12040.8	DL.bit2	0.943663	192131	181307	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2560_0_5.root	0
2561	15.62	16316.6	DL.bit2	0.943786	260894	246228	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2561_0_5.root	0
2562	15.62	2833.29	DL.bit2	0.990317	6816	6750	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2562_0_5.root	-1
2563	15.62	11655.7	DL.bit2	0.968282	109148	105686	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2563_0_5.root	0
2564	15.62	11347.3	DL.bit2	0.936885	190383	178367	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2564_0_5.root	0
2565	15.62	12087.5	DL.bit2	0.935952	202209	189258	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2565_0_5.root	0
2566	15.62	12787.2	DL.bit2	0.936456	214071	200468	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2566_0_5.root	0
2567	22.12	13019.5	DL.bit2	0.997155	7734	7712	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2567_0_5.root	4
2568	22.12	6386.24	DL.bit2	0.995273	9096	9053	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2568_0_5.root	4
2569	22.12	154.212	DL.bit2	0.284974	193	55	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2569_0_5.root	4
2570	22.12	2568.47	DL.bit2	0.252126	3645	919	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2570_0_5.root	4
2571	22.12	6271.41	DL.bit2	0.971848	43621	42393	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2571_0_5.root	4_pos
2572	22.12	20661.6	DL.bit2	0.96226	164814	158594	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2572_0_5.root	4
2573	22.12	34031.9	DL.bit2	0.991732	60109	59612	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2573_0_5.root	4
2574	22.12	39322.1	DL.bit2	0.990275	93366	92458	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2574_0_5.root	4
2575	22.12	38102.1	DL.bit2	0.990358	90433	89561	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2575_0_5.root	4
2576	22.12	39607.1	DL.bit2	0.989802	94042	93083	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2576_0_5.root	4
2577	22.12	34713.8	DL.bit2	0.985443	115751	114066	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2577_0_5.root	4
2578	22.12	37864.7	DL.bit2	0.985709	126092	124290	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2578_0_5.root	4
2579	22.12	37868.8	DL.bit2	0.985589	129627	127759	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2579_0_5.root	4
2580	22.12	38829.3	DL.bit2	0.985741	133533	131629	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2580_0_5.root	4
2581	22.12	39483.6	DL.bit2	0.98689	129826	128124	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2581_0_5.root	4
2582	22.12	37260.6	DL.bit2	0.986647	121617	119993	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2582_0_5.root	4
2583	22.38	35457.3	DL.bit2	0.986765	115828	114295	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2583_0_5.root	4
2584	22.12	41711.8	DL.bit2	0.991897	76265	75647	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2584_0_5.root	4
2585	22.12	20221.2	DL.bit2	0.990072	47845	47370	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2585_0_5.root	4
2586	22.12	7977.01	DL.bit2	0.996612	4723	4707	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2586_0_5.root	4
2587	22.12	38155.8	DL.bit2	0.990724	90447	89608	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2587_0_5.root	4
2588	22.12	36482.4	DL.bit2	0.990369	87112	86273	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2588_0_5.root	4
2589	22.12	21616.5	DL.bit2	0.990055	51384	50873	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2589_0_5.root	4
2590	22.12	40213.7	DL.bit2	0.985656	134480	132551	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2590_0_5.root	4
2591	21.88	38442	DL.bit2	0.98541	128578	126702	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2591_0_5.root	4
2592	21.88	40856.5	DL.bit2	0.985336	136456	134455	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2592_0_5.root	4
2593	21.88	38487.6	DL.bit2	0.98533	132310	130369	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2593_0_5.root	4
2595	21.88	6374.41	DL.bit2	0.997459	3936	3926	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2595_0_5.root	4
2595	14.88	772.765	DL.bit2	1	460	460	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2595_1_5.root	4
2596	21.88	1240.07	DL.bit2	0.993859	977	971	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2596_0_5.root	4
2597	21.38	1993.41	DL.bit2	0.997354	1134	1131	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2597_0_5.root	4
2598	21.62	31144.9	DL.bit2	0.985292	106610	105042	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2598_0_5.root	4
2599	21.62	29652.8	DL.bit2	0.987468	95758	94558	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2599_0_5.root	4
2599	9.38	2268.36	DL.bit2	0.994168	7544	7500	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2599_1_5.root	4
2600	21.62	37224.4	DL.bit2	0.987131	120366	118817	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2600_0_5.root	4
2601	21.62	37103.7	DL.bit2	0.98814	119726	118306	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2601_0_5.root	4
2602	21.88	3197.6	DL.bit2	0.98832	10274	10154	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2602_0_5.root	4
2602	8.88	254.457	DL.bit2	0.99546	881	877	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2602_1_5.root	4
2603	21.62	21579.9	DL.bit2	0.990237	50905	50408	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2603_0_5.root	4
2604	21.88	54089.5	DL.bit2	0.990171	128498	127235	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2604_0_5.root	4
2605	21.62	33361.2	DL.bit2	0.986069	109394	107870	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2605_0_5.root	4
2606	21.62	29496.9	DL.bit2	0.985212	97308	95869	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2606_0_5.root	4
2607	21.88	12990.9	DL.bit2	0.991883	23162	22974	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2607_0_5.root	4
2608	21.62	10304.5	DL.bit2	0.998113	2120	2116	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2608_0_5.root	-1
2609	21.88	3455.91	DL.bit2	0	1762	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2609_0_5.root	7
2610	21.88	6928.4	DL.bit2	0.998573	3504	3499	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2610_0_5.root	7
2611	21.88	7318.13	DL.bit2	0.992159	17089	16955	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2611_0_5.root	7_pos
2612	21.88	23746.2	DL.bit2	0.988037	59351	58641	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2612_0_5.root	7
2626	5.12	2477.32	DL.bit2	0.997905	2864	2858	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2626_2_5.root	7_2nd
2630	21.38	11707.1	DL.bit2	0.997952	1465	1462	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2630_0_5.root	9
2631	21.38	11746.7	DL.bit2	0.99931	1449	1448	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2631_0_5.root	9
2632	21.38	9883.02	DL.bit2	0.997454	2749	2742	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2632_0_5.root	9
2633	21.38	7382.34	DL.bit2	0	1997	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2633_0_5.root	9
2634	21.62	8037.03	DL.bit2	0.995854	9889	9848	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2634_0_5.root	9_pos
2635	21.62	34517	DL.bit2	0.993445	45306	45009	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2635_0_5.root	9
2643	21.38	52694.8	DL.bit2	0.997916	15352	15320	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2643_0_5.root	9
2646	21.62	239.399	DL.bit2	1	31	31	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2646_0_5.root	9
2646	8.88	42.427	DL.bit2	1	11	11	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2646_1_5.root	9
2646	4.88	305.227	DL.bit2	1	67	67	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2646_2_5.root	9
2647	21.88	7451.24	DL.bit2	1	889	889	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2647_0_5.root	9
2658	21.88	35698.4	DL.bit2	0.999277	2768	2766	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2658_0_5.root	11
2659	21.88	12679.5	DL.bit2	0	2005	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2659_0_5.root	11
2660	4.88	3217.98	DL.bit2	0	802	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2660_0_5.root	11
2661	21.88	24823.7	DL.bit2	0.998462	3902	3896	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2661_0_5.root	11
2662	22.12	31752.4	DL.bit2	0.997458	22426	22369	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2662_0_5.root	11_pos
2663	22.12	11271.8	DL.bit2	0.99846	1948	1945	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2663_0_5.root	11
2668	21.88	16413.2	DL.bit2	0.999166	1199	1198	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2668_0_5.root	11
2669	21.88	23396.5	DL.bit2	0.997991	3982	3974	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2669_0_5.root	11
2688	12.88	7893.47	DL.bit2	0.998694	3062	3058	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2688_1_5.root	11_2nd
2693	15.88	294.608	DL.bit2	1	89	89	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2693_1_5.root	11_2nd
2693	11.88	1637.13	DL.bit2	0.997706	436	435	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2693_2_5.root	11_2nd
2693	8.88	481.596	DL.bit2	1	146	146	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2693_3_5.root	11_2nd
2693	5.12	19.1028	DL.bit2	1	3	3	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2693_4_5.root	11_2nd
2700	22.12	65490.8	DL.bit2	0.998707	11605	11590	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2700_0_5.root	11
2701	21.88	24833.2	DL.bit2	0.995907	20033	19951	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2701_0_5.root	11
2701	8.62	4412.56	DL.bit2	0.997843	3708	3700	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2701_1_5.root	11
2703	21.88	30480.1	DL.bit2	0.99461	3154	3137	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2703_0_5.root	13
2703	8.62	1787.45	DL.bit2	0.996139	259	258	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2703_1_5.root	13
2704	21.88	31363.1	DL.bit2	0.997603	14187	14153	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2704_0_5.root	13_pos
2713	8.88	215.893	DL.bit2	1	146	146	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2713_0_5.root	13
2713	2.88	315.82	DL.bit2	0.992509	267	265	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2713_1_5.root	13
2714	11.88	581.457	DL.bit2	0.991979	374	371	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2714_0_5.root	13
2714	7.12	934.355	DL.bit2	0.988562	612	605	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2714_1_5.root	13
2714	2.62	254.981	DL.bit2	0.980861	209	205	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2714_2_5.root	13
2716	22.12	1329.36	DL.bit2	0.992258	775	769	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2716_0_5.root	13
2716	6.88	2901.97	DL.bit2	0.992517	1871	1857	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2716_1_5.root	13
2716	2.88	877.552	DL.bit2	0.992968	711	706	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2716_2_5.root	13
2717	21.88	160.052	DL.bit2	1	91	91	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2717_0_5.root	13
2717	18.88	55.2573	DL.bit2	1	29	29	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2717_1_5.root	13
2717	15.62	42.53	DL.bit2	1	21	21	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2717_2_5.root	13
2717	12.88	53.6252	DL.bit2	1	30	30	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2717_3_5.root	13
2717	8.88	70.449	DL.bit2	1	49	49	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2717_4_5.root	13
2742	21.88	67424.4	DL.bit2	0.996488	38441	38306	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2742_0_5.root	13
2743	21.88	11062.7	DL.bit2	1	529	529	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2743_0_5.root	15
2744	21.88	31187.5	DL.bit2	0.994533	2378	2365	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2744_0_5.root	15
2745	21.88	34153.1	DL.bit2	0.99771	11353	11327	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2745_0_5.root	15_pos
2757	22.12	4323.96	DL.bit2	0	1969	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2757_0_5.root	15
2757	17.88	5871.66	DL.bit2	0	2774	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2757_1_5.root	15
2757	11.88	3656.8	DL.bit2	0	1754	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2757_2_5.root	15
2757	6.88	1557.69	DL.bit2	0	772	0	/v/lustre2/expphy/volatile/halla/triton/MARATHON_elist/bcm2757_3_5.root	15
